Unnamed: 0,id.orig_p,id.resp_p,proto,service,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,bwd_URG_flag_count,flow_CWR_flag_count,flow_ECE_flag_count,fwd_pkts_payload.min,fwd_pkts_payload.max,fwd_pkts_payload.tot,fwd_pkts_payload.avg,fwd_pkts_payload.std,bwd_pkts_payload.min,bwd_pkts_payload.max,bwd_pkts_payload.tot,bwd_pkts_payload.avg,bwd_pkts_payload.std,flow_pkts_payload.min,flow_pkts_payload.max,flow_pkts_payload.tot,flow_pkts_payload.avg,flow_pkts_payload.std,fwd_iat.min,fwd_iat.max,fwd_iat.tot,fwd_iat.avg,fwd_iat.std,bwd_iat.min,bwd_iat.max,bwd_iat.tot,bwd_iat.avg,bwd_iat.std,flow_iat.min,flow_iat.max,flow_iat.tot,flow_iat.avg,flow_iat.std,payload_bytes_per_second,fwd_subflow_pkts,bwd_subflow_pkts,fwd_subflow_bytes,bwd_subflow_bytes,fwd_bulk_bytes,bwd_bulk_bytes,fwd_bulk_packets,bwd_bulk_packets,fwd_bulk_rate,bwd_bulk_rate,active.min,active.max,active.tot,active.avg,active.std,idle.min,idle.max,idle.tot,idle.avg,idle.std,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,Attack_type
158.0,40759.0,1883.0,tcp,mqtt,,9.0,5.0,3.0,,0.281239,0.156244,0.437483,0.555556,296.0,32.0,40.0,168.0,32.0,40.0,0.0,2.0,1.0,3.0,3.0,,0.0,0.0,0.0,0.0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,272.989273,29785452.842712,32001235.961914007,4000154.495239,10425876.542046,3087.043762,1466911.077499,1967018.127441,491754.5318600001,,272.989273,29785452.842712,32001235.961914007,2461633.535532,8216462.547033,3.37487,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2215783.119202,2215783.119202,,2215783.119202,0.0,29785452.842712,29785452.842712,29785452.842712,29785452.842712,0.0,64240.0,26847.0,502.0,
162.0,59329.0,1883.0,tcp,mqtt,32.011685,9.0,5.0,3.0,3.0,0.281147,0.156193,0.43734,0.555556,296.0,32.0,40.0,168.0,32.0,40.0,0.0,2.0,1.0,3.0,3.0,13.0,0.0,0.0,,0.0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,542.879105,29755814.07547,32011685.13298,4001460.641623,10412836.048883,1410.007477,1443507.909775,1984056.949615,496014.237404,644236.916814,314.950943,29755814.07547,32011685.13298,2462437.3179220003,,3.373768,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,,2255871.05751,2255871.05751,2255871.05751,,0.0,29755814.07547,29755814.07547,29755814.07547,29755814.07547,0.0,,26847.0,502.0,
184.0,34105.0,1883.0,tcp,mqtt,32.074702,9.0,5.0,3.0,3.0,0.280595,0.155886,0.4364810000000001,0.555556,296.0,32.0,40.0,168.0,32.0,40.0,0.0,2.0,1.0,,3.0,13.0,0.0,0.0,0.0,0.0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,550.031662,29602134.943008,32074701.786041,4009337.723255,10349484.116914,2793.78891,1594865.083694,2127094.03038,531773.507595,719402.792869,550.031662,29602134.943008,32074701.786041,2467284.752772,8160867.686059,3.36714,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2472566.8430330004,2472566.8430330004,2472566.8430330004,2472566.8430330004,0.0,29602134.943008,29602134.943008,29602134.943008,29602134.943008,0.0,64240.0,26847.0,502.0,
217.0,35819.0,1883.0,tcp,mqtt,32.027916,9.0,5.0,3.0,3.0,0.281005,0.156114,0.437119,0.555556,296.0,32.0,40.0,168.0,32.0,40.0,0.0,2.0,1.0,,3.0,13.0,,0.0,0.0,0.0,0.0,33.0,76.0,,13.115935999999998,0.0,,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,408.887863,29775048.017502,32027916.193008,4003489.524126,10420245.080562,4016.160965,1473319.05365,1994321.107864,498580.276966,660805.987371,408.887863,29775048.017502,32027916.193008,2463685.861001,8212710.455275,3.372058,3.0,,25.333333,10.666667,0.0,0.0,0.0,,0.0,0.0,2252868.175507,2252868.175507,2252868.175507,,0.0,29775048.017502,29775048.017502,29775048.017502,29775048.017502,0.0,64240.0,26847.0,502.0,
226.0,49099.0,1883.0,tcp,mqtt,31.943441,9.0,5.0,3.0,3.0,0.281748,0.156527,0.438275,0.555556,296.0,32.0,40.0,168.0,32.0,40.0,0.0,2.0,1.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,33.0,75.0,8.333333,,0.0,22.0,31.0,,9.121403,0.0,33.0,106.0,,11.420052,235.080719,29852806.091309004,31943440.914154,3992930.114269,10458713.546846,174.045563,1563810.110092,1915529.01268,478882.25317,728006.691572,174.045563,29852806.091309004,31943440.914154,,8239873.798114999,3.318365,3.0,1.666667,,10.333333,0.0,,0.0,0.0,0.0,0.0,2090634.822845,2090634.822845,2090634.822845,2090634.822845,0.0,29852806.091309004,29852806.091309004,29852806.091309004,29852806.091309004,0.0,64240.0,26847.0,502.0,
242.0,59413.0,1883.0,tcp,mqtt,32.073166,9.0,5.0,3.0,3.0,0.280608,0.155894,0.4365020000000001,0.555556,296.0,32.0,40.0,168.0,32.0,40.0,0.0,2.0,1.0,3.0,3.0,13.0,0.0,0.0,,0.0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,,,281.095505,29771063.089371003,32073166.131973,4009145.766497,,7616.043091,1516421.794891,,510246.753693,681131.730779,281.095505,29771063.089371003,32073166.131973,2467166.625536,8210902.053288002,3.3673010000000003,3.0,,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2302103.042603,2302103.042603,2302103.042603,2302103.042603,0.0,29771063.089371003,29771063.089371003,29771063.089371003,29771063.089371003,0.0,64240.0,26847.0,502.0,
247.0,54911.0,1883.0,tcp,mqtt,,9.0,5.0,3.0,3.0,0.280787,0.155993,0.43678,0.555556,296.0,32.0,40.0,168.0,32.0,40.0,0.0,2.0,1.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,,425.100327,29756556.034088,32052753.925323,4006594.240665,10411188.643137,3816.843033,1466902.017593,2020443.201065,505110.800266,653801.7993399999,425.100327,29756556.034088,32052753.925323,2465596.455794,8206396.012225,3.369445,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2296197.891235,2296197.891235,2296197.891235,2296197.891235,0.0,29756556.034088,29756556.034088,29756556.034088,29756556.034088,0.0,64240.0,26847.0,502.0,
,51599.0,1883.0,tcp,mqtt,31.991031,9.0,5.0,3.0,3.0,0.281329,0.156294,0.4376229999999999,0.555556,296.0,32.0,40.0,168.0,32.0,40.0,0.0,2.0,,3.0,3.0,13.0,0.0,0.0,0.0,,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,232.934952,29870258.09288,,3998878.896236,10464237.312739,3618.955612,1607117.891312,1958922.863007,489730.7157520001,749248.332988,232.934952,29870258.09288,31991031.169891,2460848.55153,8244675.623957002,3.375946,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2120773.077011,2120773.077011,2120773.077011,2120773.077011,0.0,29870258.09288,29870258.09288,29870258.09288,29870258.09288,0.0,64240.0,26847.0,502.0,
,56341.0,1883.0,tcp,mqtt,31.96895,,5.0,3.0,3.0,0.281523,0.156402,0.437925,0.555556,296.0,32.0,40.0,168.0,32.0,40.0,0.0,2.0,1.0,3.0,,13.0,0.0,0.0,0.0,0.0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,414.848328,29862061.977386,31968950.033188,3996118.754148,10462383.303992,4045.009613,1627622.127533,1949737.071991,,763628.798113,414.848328,29862061.977386,31968950.033188,2459150.002553,,,3.0,,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2106888.055801,2106888.055801,2106888.055801,,0.0,29862061.977386,29862061.977386,29862061.977386,29862061.977386,0.0,64240.0,26847.0,,
322.0,51407.0,1883.0,tcp,mqtt,31.896227000000003,9.0,5.0,3.0,3.0,0.282165,0.1567579999999999,0.438923,0.555556,296.0,32.0,40.0,168.0,32.0,40.0,0.0,2.0,1.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,273.942947,29854245.901108,31896226.882935,3987028.360367,10462072.331174,3602.027893,1570448.875427,1881931.066513,470482.766628,736729.324529,273.942947,29854245.901108,31896226.882935,2453555.914072,8241633.769881,3.3859800000000004,,,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2041980.981827,2041980.981827,2041980.981827,2041980.981827,0.0,29854245.901108,29854245.901108,29854245.901108,29854245.901108,0.0,64240.0,26847.0,502.0,
329.0,,1883.0,tcp,mqtt,32.095422,9.0,5.0,3.0,3.0,0.280414,0.1557849999999999,0.436199,0.555556,296.0,32.0,40.0,,32.0,40.0,0.0,2.0,1.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,33.0,74.0,8.222222,12.852799,0.0,21.0,30.0,6.0,8.689074,0.0,33.0,104.0,7.428571000000002,11.229866,234.127045,29799714.08844,32095422.029495,4011927.753687,10426890.297248,,1490180.969238,2026387.929916,506596.982479,667700.712483,234.127045,,32095422.029495,2468878.617653,8218683.29974,3.240338,3.0,1.666667,24.666667,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2295707.941055,2295707.941055,2295707.941055,2295707.941055,0.0,29799714.08844,29799714.08844,29799714.08844,29799714.08844,0.0,64240.0,26847.0,502.0,
345.0,35827.0,1883.0,tcp,,32.09625,9.0,5.0,3.0,3.0,0.280407,0.155781,0.436188,0.555556,,32.0,40.0,168.0,32.0,40.0,0.0,2.0,1.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,33.0,74.0,8.222222,12.852799,0.0,21.0,30.0,6.0,8.689074,,33.0,104.0,7.428571000000002,11.229866,272.989273,29646255.016327,32096250.05722,4012031.257153,10365635.270827,5138.874054,1568913.936615,2153573.989868,538393.497467,,272.989273,29646255.016327,32096250.05722,2468942.312094,8173302.445648,3.240254,3.0,1.666667,24.666667,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2449995.040894,2449995.040894,2449995.040894,2449995.040894,0.0,29646255.016327,29646255.016327,29646255.016327,29646255.016327,0.0,64240.0,26847.0,502.0,
351.0,44621.0,1883.0,tcp,mqtt,32.043975,,5.0,3.0,3.0,0.280864,0.1560359999999999,0.4369,0.555556,296.0,32.0,40.0,168.0,32.0,40.0,0.0,2.0,1.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,,262.97569300000004,29748208.045959003,32043975.114822,4005496.889353,10408371.247792,1175.880432,1472471.952438,2021652.936935,505413.234234,657408.993366,262.97569300000004,29748208.045959003,32043975.114822,2464921.1626790003,8204174.899031,3.370368,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2295767.0688630003,2295767.0688630003,2295767.0688630003,2295767.0688630003,,29748208.045959003,29748208.045959003,29748208.045959003,29748208.045959003,0.0,64240.0,26847.0,502.0,
368.0,58481.0,1883.0,tcp,mqtt,32.071065000000004,9.0,5.0,3.0,3.0,0.280627,0.155904,0.4365310000000001,0.555556,,32.0,,168.0,32.0,40.0,0.0,2.0,1.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,,280.857086,29703369.140625,32071065.187454,4008883.148432,10388015.768606,9270.906448,1457355.976105,2088099.002838,522024.75071000005,639543.552544,280.857086,29703369.140625,32071065.187454,2467005.01442,8189533.783346001,3.367521,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,,2367696.046829,2367696.046829,2367696.046829,2367696.046829,0.0,29703369.140625,29703369.140625,29703369.140625,29703369.140625,0.0,64240.0,26847.0,502.0,
393.0,43393.0,1883.0,tcp,mqtt,,9.0,5.0,3.0,,0.282063,0.156702,0.438765,0.555556,296.0,32.0,40.0,168.0,,,0.0,2.0,1.0,3.0,3.0,13.0,0.0,0.0,0.0,,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,,9.555103,0.0,33.0,108.0,7.714286,11.618477,236.034393,29878535.985947,31907744.169235,3988468.021154,10471801.077821,,1583295.822144,1883595.943451,470898.985863,744964.844909,,29878535.985947,31907744.169235,2454441.859172,8249017.790744,3.384758,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2029208.183289,2029208.183289,2029208.183289,2029208.183289,0.0,29878535.985947,29878535.985947,29878535.985947,29878535.985947,0.0,64240.0,26847.0,502.0,
415.0,50755.0,1883.0,tcp,mqtt,32.081336,9.0,5.0,3.0,3.0,0.280537,0.155854,0.436391,0.555556,296.0,32.0,40.0,,32.0,40.0,0.0,2.0,1.0,,3.0,13.0,0.0,0.0,0.0,0.0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,,29771420.955658,32081336.021423,4010167.002678,10416310.356847,5048.99025,1503380.060196,2041522.026062,510380.506516,673380.129608,252.962112,29771420.955658,32081336.021423,2467795.078571,8210634.642903,3.366443,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2309915.065765,2309915.065765,2309915.065765,2309915.065765,0.0,29771420.955658,29771420.955658,29771420.955658,29771420.955658,0.0,64240.0,26847.0,502.0,
445.0,51253.0,1883.0,tcp,mqtt,31.88040100000001,9.0,5.0,3.0,3.0,0.282305,0.156836,0.439141,0.555556,296.0,32.0,40.0,168.0,32.0,40.0,0.0,2.0,1.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,352.8594970000001,29823498.96431,,3985050.112009,10450473.424256,4063.129425,1589653.015137,1901104.927063,475276.231766,746260.238156,352.8594970000001,29823498.96431,31880400.896072,2452338.530467,8232798.619185002,3.387661,3.0,1.666667,,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2056901.931763,2056901.931763,,2056901.931763,0.0,29823498.96431,29823498.96431,29823498.96431,29823498.96431,0.0,64240.0,26847.0,502.0,
449.0,33523.0,1883.0,tcp,mqtt,31.891984000000004,9.0,5.0,3.0,3.0,0.282203,0.156779,0.438982,0.555556,296.0,32.0,40.0,168.0,,40.0,0.0,2.0,1.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,6.4,9.555103,0.0,33.0,108.0,7.714286,11.618477,1869.916916,29852679.014206,,3986497.998238,10461523.257797,4007.1010590000014,1559647.083282,1879363.059998,469840.764999,730149.961491,1425.981522,29852679.014206,,2453229.537377,8241162.086930999,3.386431,3.0,1.666667,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,2039304.971695,2039304.971695,2039304.971695,2039304.971695,0.0,29852679.014206,29852679.014206,29852679.014206,29852679.014206,0.0,64240.0,26847.0,502.0,
453.0,56751.0,1883.0,tcp,mqtt,32.06991,9.0,7.0,3.0,3.0,0.280637,0.218273,0.49891,0.777778,,32.0,40.0,232.0,32.0,40.0,0.0,2.0,1.0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,76.0,8.444444,13.115935999999998,0.0,23.0,32.0,4.571429,8.403514,,33.0,,6.75,11.132535,370.979309,29744055.03273,32069910.049438,4008738.756180001,10404511.204593,1049.995422,1409614.801407,2042931.79512,340488.63252,543963.1507529999,370.979309,29744055.03273,32069910.049438,2137994.003296,7642714.325727001,3.367643,3.0,2.333333,25.333333,10.666667,0.0,0.0,0.0,0.0,0.0,0.0,,2325855.016708,2325855.016708,2325855.016708,0.0,29744055.03273,29744055.03273,29744055.03273,,0.0,64240.0,26847.0,,
